2016-10-31	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99
DRR001639	15.6724	2.07224	6.10303	-0.898387	-0.573376	0.00159039	0.97526	-1.16125	2.33453	0.345584	1.02065	0.839492	0.0925298	0.182172	0.960794	-0.101727	0.712935	0.671259	-0.340469	0.569541	0.359574	0.354783	0.176943	-0.46848	-0.832698	-0.21445	-0.185997	0.239474	0.755165	-0.12542	-0.122504	-0.486042	0.123878	-0.392811	0.0626764	0.150905	-0.00291556	0.643442	-0.0002039	0.0733658	0.187221	-0.0860865	-0.0135222	0.148355	0.0494021	-0.0350765	0.0382701	-0.0839926	-0.321785	0.187967	-0.000110969	6.85723e-05	7.18273e-05	-2.66135e-05	2.4531e-06	-2.30055e-05	-2.45068e-05	-9.12859e-06	-3.65041e-05	-2.78465e-06	9.19681e-06	-2.57585e-05	-8.24966e-06	1.17105e-05	6.01448e-06	-6.01751e-07	-8.51043e-06	2.00826e-05	1.30385e-08	1.44244e-05	-9.41008e-06	2.6552e-05	3.36533e-06	-4.18883e-06	3.1644e-05	-5.53066e-06	2.05303e-05	1.97762e-05	6.49318e-06	5.81145e-06	1.93688e-05	-4.34066e-06	-9.89996e-07	-9.28529e-06	-2.69786e-05	-1.08592e-05	9.10927e-06	2.91001e-05	-3.82122e-05	-2.86343e-05	1.31689e-05	-5.99027e-06	2.5481e-05	1.5378e-05	2.5101e-05	1.19209e-07	-0.000196122	6.27786e-05	-2.16737e-05
DRR001640	15.1929	1.30915	6.79586	-0.411973	-0.284236	-0.0312121	0.0662581	-0.390822	2.24265	-0.897163	1.37204	-0.0285958	0.796336	0.273282	0.997446	0.422799	0.508362	0.660493	-0.305052	0.148423	0.500486	-0.574001	0.0477652	0.25898	-0.432149	-0.230697	0.220019	0.856922	0.0507666	0.0149483	0.0204915	-0.382746	-0.0715107	-0.369522	0.445868	0.0729029	0.113754	0.0217158	-0.199501	-0.162867	0.00796242	-0.660096	-0.0554533	-0.0784933	-0.113067	-0.0780492	-0.170119	-0.119263	-0.0302039	-0.219978	0.000247076	-1.73226e-06	-2.23257e-05	-1.95503e-05	-2.8152e-05	-6.32834e-06	1.12951e-05	1.43872e-05	2.13776e-05	-3.22545e-05	-2.90563e-05	-2.71574e-06	1.93063e-05	-1.38562e-05	9.66853e-06	8.29634e-06	8.18912e-06	1.55787e-06	-1.85296e-05	-4.87966e-06	8.39122e-06	4.48525e-06	-4.17582e-06	-6.22103e-06	-1.69827e-05	8.51741e-06	-1.66513e-05	-1.2076e-05	-1.15596e-05	2.82191e-07	-1.40306e-05	2.53785e-06	8.72184e-06	-8.35955e-06	1.22003e-06	1.63093e-05	9.07108e-07	-1.35135e-05	-2.65986e-06	3.3665e-06	8.59797e-06	3.66196e-06	-2.9061e-05	-1.39475e-05	-4.13023e-05	8.61287e-06	0.000207253	2.05338e-05	7.05235e-05
DRR001641	17.1744	1.43921	5.78068	-0.987661	-0.139134	-0.397275	-0.964118	-1.26525	1.07739	0.932014	-0.286533	1.04788	-0.236966	0.115959	1.09717	-0.0821737	0.553744	0.352142	0.253329	-0.191535	-0.356927	-0.00621811	0.238256	-0.463352	-0.136337	0.0388407	0.0561861	-0.0452786	0.43375	-0.431793	0.314668	-0.564246	-0.100821	0.128905	-0.158198	-0.76512	0.101269	-0.000357568	-0.0963821	0.669523	-0.651471	0.148994	-0.301903	0.0932152	-0.0476007	0.184549	-0.13462	-0.0950583	0.0723466	0.0127682	-5.40614e-05	-6.43637e-06	1.26623e-05	1.04569e-05	6.63102e-06	1.35945e-05	-7.09109e-06	-4.90807e-06	-2.71946e-06	-3.43565e-06	-9.32813e-06	2.31713e-06	1.00471e-05	7.70204e-07	-4.08245e-06	-4.32553e-06	-2.60863e-06	-2.78698e-07	-2.49781e-06	-9.41334e-07	-1.34297e-06	-2.48104e-06	2.18861e-08	1.46354e-06	-1.71177e-06	3.14321e-06	3.66708e-07	3.87104e-06	5.85802e-06	-4.78746e-06	-3.82075e-06	3.34647e-06	-5.58794e-09	1.45715e-05	2.80701e-06	8.71718e-07	-4.14904e-06	-8.76933e-06	1.7928e-05	-1.46823e-06	9.66154e-06	-2.01166e-07	-3.78862e-06	9.93907e-06	7.81566e-06	2.30968e-05	-3.46377e-05	-6.53565e-05	5.01871e-05
DRR001796	2.08196	12.5255	-14.2329	8.84258	0.404014	1.40618	-2.07817	-0.474027	-0.542722	-0.799631	0.865935	-0.4961	-0.169699	-0.633532	-0.198255	-1.03207	-0.767721	0.168866	1.32633	0.952686	-0.632576	-0.892391	-0.255366	-0.0808836	0.156849	0.917946	0.183684	-0.807258	-0.175462	-0.241543	-0.546461	-0.237737	0.538156	-0.0225315	0.124484	-0.328107	0.0516928	-0.0832814	-0.891922	-0.3385	-0.15851	-0.0642174	0.34915	0.14171	0.0394867	0.0883088	-0.093409	0.00365672	-0.00672083	0.0535245	2.49743e-05	-3.83054e-05	-7.29132e-06	1.50921e-06	1.63435e-06	1.13199e-05	-4.54392e-06	-2.64541e-06	1.28127e-06	2.37848e-06	-2.64856e-06	-1.09756e-05	5.32554e-06	5.70389e-06	-1.06549e-06	-3.05909e-06	-8.09156e-06	-2.40092e-06	-7.74278e-06	3.92857e-06	-3.9537e-06	9.50648e-07	6.95232e-07	9.91816e-06	8.4702e-06	-8.91392e-07	-4.39916e-06	3.27051e-06	-6.68131e-06	-2.7538e-06	4.39592e-06	-7.78073e-06	-6.05651e-06	1.14273e-06	3.51493e-06	-7.19726e-06	-2.29059e-06	5.00097e-06	7.1174e-06	-3.23069e-06	-2.16323e-06	-8.03731e-07	1.24779e-05	1.16127e-05	6.29015e-06	3.60981e-06	-2.1819e-05	1.98781e-05	-8.57208e-05
DRR001797	1.69511	12.6505	-13.9272	8.6633	0.874642	1.34084	-1.78089	-0.714731	0.0801497	-0.692289	0.190634	-0.193933	-0.2891	-1.03461	0.0613232	-0.859375	-0.853853	0.322036	1.13242	1.04576	-0.302212	0.0433938	0.581309	-0.75441	0.586592	0.70198	-0.171925	-0.492233	-0.3764	-0.300169	0.193862	0.0686348	0.357916	0.559522	-0.230494	0.0142125	0.120916	0.634592	0.0614949	-0.191799	0.175637	-0.150106	-0.630617	0.0180423	0.0480396	-0.112177	0.133575	0.0277234	0.0533541	-0.0362365	-8.75294e-05	5.46778e-05	-9.06922e-06	3.08217e-05	1.48593e-06	-1.51549e-06	-7.038e-06	6.30274e-06	-1.64029e-06	1.80235e-05	7.30169e-06	4.52227e-06	-1.20862e-06	7.09784e-06	3.26603e-07	-2.30425e-06	-1.75904e-06	-2.81815e-06	3.71062e-06	-2.06496e-06	4.33228e-06	-4.95114e-06	4.40003e-06	-8.7013e-06	-3.21481e-07	1.12678e-06	5.31611e-07	-7.09604e-06	-7.95117e-07	2.30956e-06	-2.13405e-06	7.05983e-06	-1.98849e-06	8.35443e-06	3.71679e-06	7.61915e-06	5.44032e-06	-4.17023e-06	-5.2813e-06	2.24987e-07	-5.73019e-06	8.22032e-06	-1.10269e-06	-3.93391e-06	7.32904e-06	-3.05064e-05	4.07062e-05	-5.14835e-05	-5.76172e-05
DRR001798	0.906986	13.4709	-15.6566	8.6562	-0.072029	1.51835	-2.90335	-1.54767	-0.197927	0.252064	0.0548952	0.268032	0.277153	-1.22479	0.565645	-1.5732	-0.0761619	1.08893	0.838714	1.49539	0.290163	-0.552783	-0.147031	-0.527966	-0.949207	0.279629	0.17833	0.762257	-0.0537684	-0.209119	-0.1778	0.462925	0.921235	-0.658823	0.120047	-0.27548	-0.0278255	-0.469561	0.805028	0.229974	-0.0151401	0.0746513	0.169935	-0.0590075	-0.134532	-0.031111	0.0444387	-0.0389339	-0.0241546	-0.0186874	-1.63652e-05	-4.77528e-05	1.81235e-06	-1.67857e-05	-4.59666e-06	7.34744e-06	3.71598e-06	6.03359e-06	-1.19884e-06	-7.15861e-06	-1.67161e-06	2.50898e-06	2.41352e-06	3.12482e-06	3.76237e-06	1.04274e-05	1.49314e-06	3.02962e-06	-1.52341e-06	-5.00339e-07	3.19188e-06	-4.10876e-06	6.09504e-06	1.99866e-06	7.15081e-07	1.6744e-06	-3.6066e-06	-5.0313e-06	1.45449e-06	-4.6842e-06	-6.43005e-07	-9.13127e-06	-2.06672e-06	6.68783e-06	-2.64973e-06	-3.48594e-06	3.57395e-06	1.34693e-06	3.58489e-06	-4.34129e-06	-6.43311e-07	-7.41798e-06	8.42847e-07	-6.75768e-06	3.78583e-06	2.59653e-06	1.11647e-05	1.63913e-05	7.40085e-05
DRR001799	0.0273997	14.7399	-13.668	7.40734	-0.133034	0.394866	-2.89164	-1.84018	0.831602	0.791269	-1.37332	0.44763	0.661124	-0.647351	0.212707	-0.725029	0.0257545	1.61783	0.530768	1.6965	-0.0216817	0.274446	0.956155	0.18633	-0.585045	-0.994537	-0.611439	-0.241181	-0.517472	0.258702	0.429597	0.255563	-2.02281	-0.0190189	0.0997754	0.359188	-0.147168	-0.0850965	-0.112066	0.170874	0.0324702	0.0890921	0.0821189	-0.0468644	0.0638113	-0.0205736	-0.0680863	0.0131505	-0.00733946	0.00154104	5.80475e-05	3.88687e-05	-9.02638e-06	-1.39698e-07	-7.00355e-07	2.19932e-06	-6.86757e-06	-1.00868e-06	4.69387e-07	-2.14763e-06	2.63099e-06	4.59142e-06	4.56721e-06	5.64568e-06	1.85519e-06	7.26734e-06	-4.80469e-06	-2.69501e-06	-4.03915e-06	-2.4098e-07	5.86268e-06	-1.56462e-06	4.6934e-06	5.36248e-06	3.87756e-06	1.39046e-06	1.75473e-06	-6.08712e-06	-2.13087e-06	2.31154e-06	3.85626e-06	-8.68866e-06	-1.62562e-06	2.9346e-06	1.42027e-06	-5.86919e-06	-1.65589e-06	6.15232e-06	3.22796e-06	1.08453e-06	1.37836e-07	-4.16115e-06	3.63216e-07	-2.76044e-06	3.90038e-06	2.67923e-05	-8.14721e-06	2.29254e-05	4.56311e-05
DRR002274	-0.35052	16.7979	-12.8614	12.1961	-1.48382	-0.351371	-5.25041	3.72502	3.70885	2.19952	-6.65057	1.57342	0.844751	1.74272	-0.832093	2.27756	0.301524	-1.22366	-2.17275	-2.12459	0.258635	-0.0977739	-0.933715	0.188828	0.397714	-0.550391	0.171719	0.0328527	0.339589	0.0675199	-0.0187536	-0.253896	0.24717	-0.064802	-0.00577272	0.0817019	0.0627777	0.0145649	-0.000813484	-0.0329186	0.0417158	-0.0232399	-0.00689207	0.0136804	0.00992471	0.0189882	0.00667347	-0.000933389	-0.00361262	0.00293864	2.27988e-06	-3.30247e-06	-9.21264e-06	-9.83477e-07	-2.96533e-06	-4.61377e-06	-4.8168e-06	4.614e-06	-4.69387e-07	1.60187e-07	1.55531e-06	-1.26846e-06	1.24425e-06	5.73881e-06	4.35393e-06	6.82031e-06	3.05474e-07	-3.66941e-07	-4.2133e-06	-7.15256e-07	2.2985e-06	-2.37301e-06	1.84821e-06	1.61043e-06	2.06567e-06	-2.60584e-06	1.05868e-06	-1.546e-06	9.05246e-07	-2.91876e-06	1.55228e-06	-5.2019e-06	-2.47173e-06	3.11621e-06	-3.66196e-06	-4.24683e-07	2.685e-06	3.41609e-06	-5.28991e-07	-1.1907e-06	-1.08033e-07	-3.5502e-06	7.6592e-06	-7.82311e-07	2.68966e-06	8.58307e-06	9.38773e-07	-1.08331e-05	9.18657e-06
DRR002594	-7.01621	16.8656	-9.86977	-4.26503	-1.65997	-9.56368	1.6675	-0.610304	-0.32599	-0.647285	0.924325	-0.726214	0.542445	0.340993	-0.992057	-0.43484	0.407535	-0.343759	0.212676	0.0675142	-0.534401	-1.1566	-1.52254	0.795234	-0.0126627	0.670699	1.69586	0.5428	-0.705541	-0.0331835	-1.45958	-0.643051	-0.574851	0.0747178	-0.416948	0.226493	0.173467	0.274133	0.163195	0.313951	0.0486015	0.0360829	-0.00562473	0.0170812	0.0276917	-0.0494094	-0.0126563	0.016692	0.0198756	-0.00532094	-2.05934e-05	3.22144e-05	-1.50278e-05	-2.76417e-06	4.54485e-07	4.19281e-06	-2.74926e-06	2.06847e-06	-1.03526e-05	2.55182e-07	1.89804e-06	-5.36442e-07	9.14559e-06	-1.44914e-06	-1.32248e-06	3.71761e-06	-6.22496e-06	2.18861e-08	-1.32993e-06	-1.18883e-06	-8.08388e-07	-2.71201e-06	4.51505e-06	-2.73075e-06	-4.3083e-06	-6.18398e-07	4.40283e-06	-2.42703e-06	-1.15111e-06	2.0368e-06	1.75135e-06	-2.77208e-06	-5.58235e-06	-3.10689e-06	-4.02331e-06	1.02818e-06	1.24425e-06	1.87382e-06	7.23824e-06	-6.77072e-07	2.90573e-06	-3.21865e-06	3.83705e-06	-7.30157e-06	-2.47359e-06	1.15037e-05	1.15335e-05	-1.56462e-05	1.35005e-05
DRR002596	-9.92468	17.6579	-8.79306	-4.93852	-2.91545	-9.85387	1.88456	0.594661	-0.884178	0.311801	-0.222849	1.39116	-0.458743	0.13701	-0.475571	0.34349	-0.102117	-0.695363	1.33245	-1.12937	0.0254675	0.320334	1.0087	0.235457	0.307923	0.149658	-1.22952	0.393191	-0.247513	-0.180185	-0.157975	0.279918	0.102251	-0.286706	0.262333	0.130566	-1.0489	0.0961304	0.0950059	-0.425041	-0.286366	0.0381388	-0.106484	0.0717736	-0.128105	0.0665635	-0.0471407	-0.0399848	-0.0321917	0.00404005	8.21948e-05	-2.63546e-05	5.14835e-06	-1.61231e-05	1.34483e-06	1.50464e-05	-2.20537e-06	-3.94695e-06	-2.02656e-06	-5.57676e-06	-6.70366e-06	1.82912e-06	4.97699e-06	3.98234e-06	3.85754e-06	8.22614e-06	-3.64333e-06	-1.5269e-06	-4.06802e-06	-1.42725e-06	2.32831e-06	-6.10948e-07	-2.87918e-06	3.18495e-06	-2.59653e-06	3.98792e-06	-2.51597e-06	7.69459e-06	-3.44217e-06	-4.28315e-06	-4.3856e-06	2.08151e-07	-6.2529e-06	8.84011e-06	-4.97699e-06	-2.48104e-06	-3.30433e-06	8.62777e-06	-7.9982e-06	2.97325e-06	1.13845e-05	1.22935e-06	-2.51085e-06	-2.83122e-07	3.8743e-07	1.80006e-05	1.92374e-05	1.27554e-05	5.53131e-05
DRR002597	-11.9319	16.4249	-8.25127	-4.9635	-2.3835	-9.16328	1.63967	1.0178	0.208293	0.755246	0.561688	2.1304	0.0212651	-1.09897	0.739678	0.150468	-0.141358	1.07548	0.0843628	-0.528911	-0.428378	0.609708	1.37508	0.600669	-0.715049	-0.471277	-0.942431	0.983592	0.386819	1.0044	0.322982	0.306911	0.527123	0.682561	-0.0900528	-0.467787	0.770328	-0.124899	-0.231491	0.102407	0.20756	-0.0203778	0.102641	-0.0857422	0.090495	-0.0120067	0.0444853	0.0123522	0.0152156	0.000945583	-4.26173e-05	8.48249e-06	-2.65092e-05	4.5374e-06	1.68197e-06	-5.11296e-06	-2.75671e-06	5.72903e-06	-3.91155e-06	4.0587e-06	1.12616e-05	-6.48201e-07	-3.72529e-08	8.9407e-07	3.6722e-06	1.57533e-06	-4.11645e-06	3.31458e-06	1.35601e-06	-7.43195e-07	-8.23289e-07	-2.2538e-06	-1.17486e-06	4.2161e-06	2.2212e-06	-1.39046e-06	-9.26666e-08	-2.71015e-06	7.23824e-06	-7.72998e-07	-8.16304e-07	-6.15139e-06	-1.00043e-05	-2.58535e-06	3.88548e-06	1.47521e-06	2.64496e-06	5.96046e-08	3.1665e-06	-8.76654e-06	-8.49366e-06	-3.13669e-06	3.73274e-06	-6.3777e-06	9.23872e-07	7.689e-06	-2.0504e-05	-1.39773e-05	-3.96818e-05
DRR003595	-8.16377	19.7562	-8.67521	-10.2019	2.55074	6.89177	1.49753	-0.150003	-0.0382744	-0.376889	-0.337245	0.872678	0.389952	0.198267	1.33306	1.21184	0.00603153	-0.220298	1.132	0.40542	-0.0707628	0.265859	0.286528	-1.57274	0.563001	-1.98037	0.627256	0.285953	0.492061	-0.684021	-0.616004	-0.89797	-0.0850819	0.878888	-0.102163	-0.0791182	-0.0582643	-0.426215	0.191756	-0.394977	0.0907405	0.0746691	0.0286433	-0.0479551	0.0155281	0.0199648	-0.0376099	-0.0400079	-0.0111749	0.00282732	2.30372e-05	-8.80472e-06	-1.3642e-05	4.40329e-06	1.54227e-06	8.81031e-07	-6.85826e-06	-4.44101e-06	-3.36021e-06	-5.75557e-07	4.78514e-06	-2.49222e-06	-7.97212e-07	-1.20699e-06	1.49012e-08	5.05219e-06	-9.29087e-06	4.47687e-06	1.40071e-06	-4.12436e-06	4.03449e-06	-4.99561e-06	1.5907e-06	3.35491e-06	1.60094e-06	7.36676e-07	-2.10246e-06	3.76161e-06	2.9467e-06	-3.81842e-07	-2.01096e-06	-3.28338e-06	-4.66779e-06	5.40167e-07	-3.70666e-06	-5.59539e-06	5.58794e-07	-3.32668e-06	-2.92063e-06	-3.80073e-06	3.29316e-06	-5.21541e-06	1.25393e-05	6.24359e-06	6.30319e-06	1.04904e-05	1.13398e-05	-3.15905e-06	1.07735e-05
DRR003596	-9.19327	19.7316	-6.81851	-9.74678	2.693	7.2476	1.551	-0.473933	-0.485555	0.0352442	-0.601461	1.14865	0.133945	0.251687	-0.646424	-0.244187	1.36225	0.147861	-0.0873896	-0.696626	1.54907	-0.0300867	-0.986783	2.64079	-1.83291	1.02653	-1.17862	-1.04465	-0.124386	-1.16281	0.0215946	0.107244	0.0568557	0.163069	-0.0825455	0.0457482	0.0912681	-0.181288	-0.0171771	0.0323472	0.0639069	-0.0289609	-0.0941676	0.019418	0.0198163	-0.0373594	-0.00439163	-0.0168994	0.00981003	0.00361826	-3.18885e-05	7.17863e-06	-9.34303e-06	4.99189e-06	5.66244e-06	7.52509e-06	-8.19564e-06	1.52993e-06	-6.35162e-06	-1.24611e-06	4.17233e-06	5.06267e-06	-3.66196e-06	-2.74554e-06	-1.21258e-06	5.50691e-06	-5.13718e-06	3.48873e-06	1.61678e-06	-2.5183e-06	1.2815e-06	-4.51505e-06	1.112e-06	-1.78639e-07	-9.65782e-07	-1.71177e-06	-3.50829e-06	4.96209e-06	4.21703e-06	-7.05943e-07	2.50153e-06	-6.89179e-08	-6.26594e-06	-3.20747e-06	-3.80725e-06	-1.8999e-06	1.4361e-06	-1.65403e-06	6.24359e-06	-9.92324e-07	3.94881e-07	-5.64009e-06	5.1111e-06	2.17557e-06	5.66244e-06	-6.97374e-06	1.46031e-06	-1.58846e-05	-7.09295e-06
DRR003597	-6.93713	19.0544	-9.22238	-9.85688	2.59508	6.78328	1.94953	-0.400296	-0.915342	-0.467779	-0.138453	-0.817869	0.177657	0.364978	0.211944	1.65264	-0.217272	-0.7944	-0.465225	0.193179	-0.0243747	-0.556941	-0.163125	-0.057646	0.445736	-1.78154	0.584206	0.426137	-0.912514	0.522216	-0.0484008	1.34631	0.24535	-0.844506	0.116328	-0.250285	0.11399	0.592475	-0.264365	0.195376	-0.145324	0.0412388	-0.0348664	0.0573555	-0.0242361	-0.00776108	0.0281171	0.0558209	0.010779	-0.00174621	-2.29925e-05	1.45976e-05	-1.51545e-05	7.85291e-06	1.12429e-05	4.76837e-06	-2.5034e-06	-2.7346e-06	-9.8981e-06	1.12522e-05	4.0587e-06	5.28991e-07	2.76417e-06	3.89479e-06	-7.71414e-06	1.46357e-06	-3.33972e-06	2.93367e-08	-3.60981e-06	-5.17676e-06	-3.39001e-07	-1.6205e-06	4.35114e-06	4.40067e-06	-7.07805e-08	-3.64799e-06	-4.74555e-06	1.86171e-06	7.07805e-08	-1.3886e-06	3.55928e-06	5.95767e-06	-9.14373e-06	-2.33948e-06	8.06153e-06	5.43892e-06	2.08616e-07	-3.34531e-06	6.59004e-06	5.52507e-07	-6.76885e-06	3.65824e-06	-3.41237e-06	-3.11434e-06	1.33812e-05	-7.7486e-06	-4.35114e-06	8.18074e-06	-5.3972e-05
DRR003598	-9.9795	19.7679	-7.24794	-9.48386	1.3488	7.08656	-0.0563732	1.18464	-2.22001	0.313798	-1.18549	0.285728	0.393176	0.43947	0.18589	-0.166269	-0.0575081	0.253454	-0.852965	0.0783416	-1.30189	-0.679885	0.528841	-0.736651	1.13078	2.6589	-0.222124	0.41983	0.751781	1.47833	0.58221	-0.558722	-0.181384	-0.122922	0.0100409	0.327302	-0.195255	-0.00836457	0.0684559	0.212819	0.0115107	-0.108258	0.0823617	-0.0275998	-0.000360578	0.0267312	0.0105318	-0.00127975	-0.010184	-0.00381098	1.25989e-05	-1.20588e-05	-2.464e-05	-1.52308e-05	5.25126e-06	-1.69454e-06	4.90807e-07	-2.04076e-07	-7.10646e-06	-2.06288e-07	2.37953e-06	-1.83564e-06	8.34791e-06	3.07616e-06	2.63401e-06	4.40591e-06	-1.90921e-08	4.25533e-06	-1.40537e-06	-4.55993e-06	4.45079e-06	4.72553e-06	6.53556e-07	3.74629e-06	3.23402e-07	3.48315e-07	-1.9304e-06	6.56582e-07	2.60305e-07	1.64891e-06	1.21479e-06	-1.80642e-06	-8.83266e-06	-4.82611e-06	-1.95438e-06	-4.1537e-07	1.15274e-06	-1.8226e-06	-7.66478e-07	-3.1477e-06	1.78535e-06	-5.05336e-06	3.05474e-06	-8.10809e-06	5.55068e-07	2.16365e-05	7.20844e-06	1.72704e-05	4.06038e-05
DRR006374	-12.2194	-14.7686	-3.09179	-7.0584	0.5814	-1.8205	-10.6114	-0.282553	0.733184	-6.00972	0.87295	0.509872	-3.28656	2.07744	-2.60773	-2.27601	3.05053	0.536074	0.0470679	0.158852	-0.309225	0.467279	-0.432102	-0.172035	1.04102	-0.560988	-0.312536	0.209741	0.448173	-0.208957	0.108509	0.28923	0.076834	0.0220429	0.0421572	0.097755	0.0584606	-0.0513787	-0.0393594	0.0728721	0.048937	-0.0384636	0.00560221	0.0302485	-8.31485e-05	0.0103774	0.00126693	0.00608947	-0.00213796	0.00394189	-8.61287e-06	-6.17653e-06	-7.95722e-06	-5.62519e-06	3.48315e-06	-1.7453e-06	5.35697e-06	3.93484e-08	-2.71946e-07	2.14018e-06	-1.53296e-06	4.09782e-06	-3.89665e-06	-3.21865e-06	-8.11741e-06	-4.55161e-06	1.21072e-06	-1.90921e-08	2.38419e-06	2.73576e-07	-2.17557e-06	1.23307e-06	1.26008e-06	3.82436e-06	1.04681e-06	-1.26474e-06	5.84777e-06	2.69525e-06	2.10106e-06	1.89617e-06	-1.02911e-07	3.85661e-06	5.96419e-06	2.11969e-06	4.73857e-06	1.57952e-06	-1.19396e-06	-2.81259e-06	-4.76465e-06	1.70176e-06	-9.83477e-07	1.13994e-06	-5.84871e-06	1.62423e-06	-2.69711e-06	-1.43051e-06	-1.10269e-06	1.68383e-05	-2.00868e-05
DRR006375	-12.6519	-17.9505	-0.49597	1.43083	0.114874	2.36894	6.24604	3.21484	3.99694	-2.5922	-2.96944	-0.235695	-0.696399	0.947081	-1.46028	0.21653	-0.700731	2.98377	-0.168264	1.07933	0.0443363	1.92569	1.34576	1.28539	0.161874	0.767716	1.87346	0.286268	0.301709	-0.221067	-0.134763	0.490872	0.0926814	0.268545	-0.0843295	-0.120803	-0.241872	0.0780929	-0.0014581	-0.0390184	-0.096901	0.0270328	0.0414758	-0.0186801	-0.035778	0.0293937	-0.0118651	-0.0131685	-0.00641835	-0.000153588	1.15596e-05	-1.33158e-05	-1.32527e-06	-7.40588e-06	-3.43611e-06	-3.48594e-06	5.13671e-06	-6.15607e-06	1.02334e-05	7.30157e-07	-4.79585e-06	2.40374e-06	3.12459e-07	4.1537e-07	-5.06279e-06	-1.2602e-06	7.34441e-06	-1.94006e-07	9.5414e-07	1.36491e-06	-1.46031e-06	4.35906e-06	-7.86502e-07	1.16741e-06	-2.70479e-06	2.18116e-06	-3.37354e-06	1.44087e-06	-1.3886e-06	-4.09689e-06	-4.35804e-06	-8.69099e-07	3.71714e-06	5.14276e-06	9.56701e-07	1.56742e-06	-4.49037e-06	-4.39212e-06	-1.00164e-06	3.59709e-06	-1.50362e-06	2.33483e-06	6.7614e-07	-2.08244e-06	-3.88827e-06	2.95788e-06	1.48453e-06	1.13118e-05	7.73557e-06
DRR006376	-12.5992	-20.1095	-1.95452	6.07687	-5.47966	2.54521	7.25198	-0.043409	-2.00705	-3.99347	-1.08777	0.117329	2.99694	0.698044	-0.939336	-0.538173	0.837795	-0.151269	-2.22783	0.421832	-2.00085	0.677017	-0.199604	-0.943567	0.0844609	-0.243546	-1.94664	0.331184	-0.899029	-0.535451	-0.607706	-0.301574	0.118483	-0.110807	0.148001	0.0349044	0.143197	-0.110983	-0.0318514	0.153436	-0.0102011	0.021388	-0.0367716	-0.00144011	0.0255855	-0.0108974	-0.0163681	-0.0102172	-0.00229748	-0.00784171	-1.63168e-06	8.1975e-06	-1.0116e-05	-1.66148e-06	3.61539e-06	-2.86475e-06	6.86385e-06	2.3637e-06	2.56207e-06	2.66824e-06	-1.87196e-06	3.52226e-06	-3.97954e-06	-3.0892e-06	-5.47618e-06	-1.52271e-06	2.96067e-06	-2.23797e-06	-5.28991e-07	1.08685e-06	1.53109e-06	-2.468e-06	-4.36534e-06	2.61809e-06	-3.11527e-07	-2.6226e-06	4.28618e-06	3.48268e-06	-1.24797e-07	3.47756e-06	-3.96511e-06	1.68104e-06	4.6771e-06	-5.86733e-07	6.26966e-06	4.53368e-06	-1.546e-06	-4.96954e-06	-1.07102e-06	4.21191e-06	3.69549e-06	4.46662e-06	-1.81794e-06	-2.23145e-06	-8.88482e-06	3.36766e-06	3.61353e-06	2.79397e-06	-9.9875e-06
